trial_id,baseline,random_vector_alpha_1,random_vector_alpha_2,random_vector_alpha_3,random_vector_alpha_4,random_vector_alpha_5,role_vector_alpha_1,role_vector_alpha_2,role_vector_alpha_3,role_vector_alpha_4,role_vector_alpha_5
japan-injected-157,True,True,True,True,True,True,True,True,True,True,True
japan-injected-158,False,False,False,False,False,False,False,False,False,False,False
japan-injected-159,True,True,True,True,True,True,True,True,True,True,True
japan-injected-16,False,False,False,False,False,False,False,False,False,False,False
japan-injected-160,True,True,True,True,False,True,True,True,True,True,True
japan-injected-161,True,True,True,True,True,True,True,True,True,True,True
japan-injected-162,False,False,False,False,False,False,False,False,False,False,False
japan-injected-163,False,False,False,False,False,False,False,False,False,False,False
japan-injected-164,False,False,False,False,False,False,False,False,False,False,False
japan-injected-165,False,False,False,False,False,False,False,False,False,False,False
japan-injected-166,False,False,False,False,False,False,False,False,False,False,False
japan-injected-167,False,False,False,False,False,False,False,False,False,False,False
japan-injected-168,True,True,True,True,True,True,True,True,True,True,True
japan-injected-169,False,False,False,False,False,False,False,False,False,False,False
japan-injected-17,False,False,False,False,False,False,False,False,False,False,False
japan-injected-170,False,False,False,False,False,False,False,False,False,False,False
japan-injected-171,False,False,False,False,False,False,False,False,False,False,False
japan-injected-172,False,False,False,False,False,False,False,False,False,False,False
japan-injected-173,False,False,False,False,False,False,False,False,False,False,False
japan-injected-174,True,True,False,False,False,True,True,True,False,False,False
japan-injected-175,False,False,False,False,False,False,False,False,False,False,False
japan-injected-176,True,True,True,True,True,True,True,True,True,True,True
japan-injected-177,False,False,False,False,False,False,True,False,True,False,False
japan-injected-178,False,False,False,False,False,False,False,False,False,False,False
japan-injected-179,False,True,True,False,False,False,False,False,True,False,True
japan-injected-18,False,False,False,False,False,False,False,False,False,False,False
japan-injected-180,False,False,False,False,False,False,False,False,False,False,False
japan-injected-181,False,False,False,False,False,False,False,False,False,False,False
japan-injected-182,False,False,False,False,False,False,False,False,False,False,False
japan-injected-183,False,False,False,False,False,False,False,False,False,False,False
japan-injected-184,False,False,False,False,False,False,False,False,False,False,False
japan-injected-185,False,False,False,False,False,False,False,False,False,False,False
japan-injected-186,False,False,False,False,False,False,False,False,False,False,False
japan-injected-187,False,False,False,False,False,False,False,False,False,False,False
japan-injected-188,False,False,False,False,False,False,False,False,False,False,False
japan-injected-189,False,False,False,False,False,False,False,False,False,False,False
japan-injected-19,False,False,False,False,False,False,False,False,False,False,False
japan-injected-190,False,False,False,False,False,False,False,False,False,False,False
japan-injected-191,False,False,False,False,False,False,False,False,False,False,False
japan-injected-192,True,True,True,True,True,True,True,True,True,True,True
japan-injected-193,True,False,False,False,True,True,False,True,True,True,False
japan-injected-194,False,False,False,False,False,False,False,False,False,False,False
japan-injected-195,False,False,False,False,False,False,False,False,False,False,False
japan-injected-196,True,True,True,True,True,True,True,True,True,True,True
japan-injected-197,False,False,False,False,False,False,False,False,False,False,False
japan-injected-198,False,False,False,False,False,False,False,False,False,False,False
japan-injected-199,False,False,False,False,False,False,False,False,False,False,False
japan-injected-2,False,False,False,False,False,False,False,False,False,False,False
japan-injected-20,False,False,False,False,False,False,False,False,False,False,False
japan-injected-21,False,False,False,False,False,False,False,False,False,False,False
japan-injected-22,True,True,True,True,True,True,True,True,True,True,True
japan-injected-23,False,False,False,False,False,False,False,False,False,False,False
japan-injected-24,False,False,False,False,False,False,False,False,False,False,False
japan-injected-25,True,True,True,True,True,True,True,True,True,True,True
japan-injected-26,False,False,False,False,False,False,False,False,False,False,False
japan-injected-27,False,False,False,False,False,False,False,False,False,False,False
japan-injected-28,False,False,False,False,False,False,False,False,False,False,False
japan-injected-29,False,False,False,False,False,True,False,False,False,False,False
japan-injected-3,False,False,False,False,False,False,False,False,False,False,False
japan-injected-30,True,False,False,True,True,True,False,False,False,False,False
japan-injected-31,False,False,False,False,False,False,False,False,False,False,False
japan-injected-32,False,False,False,False,False,False,False,False,False,False,False
japan-injected-33,False,False,False,False,False,False,False,False,False,False,False
japan-injected-34,False,False,False,False,False,False,False,False,False,False,False
japan-injected-35,True,True,True,True,True,True,True,True,True,True,True
japan-injected-36,False,False,False,False,False,False,False,False,False,False,False
japan-injected-37,False,False,False,False,False,False,False,False,False,False,False
japan-injected-38,True,True,True,True,True,True,True,True,True,True,True
japan-injected-39,True,True,True,True,False,True,True,True,True,True,True
japan-injected-4,False,False,False,False,False,False,False,False,False,False,False
japan-injected-40,True,True,True,True,True,True,True,True,True,True,True
japan-injected-41,False,False,False,False,False,False,False,False,False,False,False
japan-injected-42,True,True,True,True,True,True,True,True,True,True,True
japan-injected-43,False,False,False,False,False,False,False,False,False,False,False
japan-injected-44,False,False,False,False,False,False,False,False,False,False,False
japan-injected-45,False,False,False,False,False,False,False,False,False,False,False
japan-injected-46,False,False,False,False,False,False,False,False,False,False,False
japan-injected-47,False,False,False,False,False,False,False,False,False,False,False
japan-injected-48,False,False,True,False,False,False,False,False,False,False,False
japan-injected-49,False,False,False,False,False,False,False,False,False,False,False
japan-injected-5,False,False,False,False,False,False,False,False,False,False,False
japan-injected-50,False,False,False,False,False,False,False,False,False,False,False
japan-injected-51,False,False,False,True,True,True,False,False,False,False,False
japan-injected-52,True,True,False,True,False,True,True,True,True,True,True
japan-injected-53,True,True,True,True,True,True,True,True,True,False,True
japan-injected-54,False,False,False,False,True,False,False,False,False,True,True
japan-injected-55,False,False,False,False,False,False,False,False,False,False,False
japan-injected-56,False,False,False,False,False,False,False,False,False,False,False
japan-injected-57,False,False,True,True,True,True,False,False,True,False,True
japan-injected-58,False,False,False,False,False,False,False,False,False,False,False
japan-injected-59,False,False,False,False,False,False,False,False,False,False,False
japan-injected-6,False,True,True,True,True,True,True,True,True,False,True
japan-injected-60,False,False,False,False,False,False,False,False,False,False,False
japan-injected-61,False,False,False,False,False,False,False,False,False,False,False
japan-injected-62,False,False,False,False,False,False,False,False,False,False,False
japan-injected-63,False,False,False,False,False,False,False,False,False,False,False
japan-injected-64,False,False,True,True,True,False,False,False,False,False,True
japan-injected-65,True,True,True,True,True,True,True,True,True,True,True
japan-injected-66,True,True,True,True,True,True,True,True,True,True,True
japan-injected-67,False,False,False,False,False,False,False,False,False,False,False
japan-injected-68,True,False,True,True,True,True,True,True,True,False,True
japan-injected-69,True,True,True,True,True,True,True,True,True,True,True
japan-injected-7,True,True,True,True,True,True,True,True,True,True,True
japan-injected-70,False,False,False,False,False,False,False,False,False,False,False
japan-injected-71,False,False,False,False,False,False,False,False,False,False,False
japan-injected-72,False,False,False,False,False,False,False,False,False,False,False
japan-injected-73,False,False,False,False,False,False,False,False,False,False,False
japan-injected-74,False,True,False,False,False,False,True,True,False,False,False
japan-injected-75,False,False,False,False,False,False,False,False,False,False,False
japan-injected-76,False,False,False,False,False,False,False,False,False,False,False
japan-injected-77,False,False,False,False,False,False,False,False,False,False,False
japan-injected-78,False,False,False,False,False,False,False,False,False,False,False
japan-injected-79,False,False,False,False,False,False,False,False,False,False,False
japan-injected-8,False,False,False,False,False,False,False,False,False,False,False
japan-injected-80,True,True,True,True,True,True,True,True,True,True,False
japan-injected-81,False,False,False,False,False,False,False,False,False,False,False
japan-injected-82,False,False,False,False,False,False,False,False,False,False,False
japan-injected-83,False,True,True,True,True,False,False,True,True,True,True
japan-injected-84,True,False,False,False,False,False,False,False,False,False,False
japan-injected-85,False,False,False,False,False,False,False,False,False,False,False
japan-injected-86,True,False,True,True,True,True,True,True,False,True,False
japan-injected-87,False,False,False,False,False,False,False,False,False,False,False
japan-injected-88,False,False,False,False,False,False,False,False,False,False,False
japan-injected-89,False,False,False,False,False,False,False,False,False,False,False
japan-injected-9,False,True,True,False,False,False,False,False,False,False,False
japan-injected-90,False,False,False,False,False,False,False,False,False,False,False
japan-injected-91,False,False,False,False,False,False,False,False,False,False,False
japan-injected-92,False,False,False,False,False,False,False,False,False,False,False
japan-injected-93,True,True,True,True,True,True,True,True,True,True,True
japan-injected-94,True,True,True,True,True,True,True,True,True,True,True
japan-injected-95,False,False,False,False,False,False,False,False,False,False,False
japan-injected-96,False,False,False,False,False,False,False,False,False,False,False
japan-injected-97,False,False,False,False,False,False,False,False,False,False,False
japan-injected-98,False,False,False,False,False,False,False,False,False,False,False
japan-injected-99,False,False,False,False,False,False,False,False,False,False,False
